video_id,content_type,target_query,transcript_kind,clip_index,t_start,t_end,duration_sec,label,boundary_quality,whisper_first_word,whisper_last_word,start_precision_ms,end_precision_ms,starts_mid_word,ends_mid_sentence,starts_on_filler,is_usable,error
WUvTyaaNkzM,lecture,essence of calculus,manual,1,14.98,36.19,21.209999999999997,Might Lead Maybe Radius,llm-rerank,Hey,specifically.,60.0000000000005,390.00000000000057,True,False,False,False,
WUvTyaaNkzM,lecture,essence of calculus,manual,2,14.98,57.06,42.08,,llm-rerank,Hey,yourself.,60.0000000000005,359.99999999999943,True,False,False,False,
WUvTyaaNkzM,lecture,essence of calculus,manual,3,16.82,41.92,25.1,,llm-rerank,This,memorized.,79.9999999999983,79.9999999999983,False,False,False,True,
WUvTyaaNkzM,lecture,essence of calculus,manual,4,218.6,246.39,27.789999999999992,These Rectangles,sentence,even,rings.,30.000000000001137,280.00000000000114,False,False,False,True,
WUvTyaaNkzM,lecture,essence of calculus,manual,5,419.68,444.05,24.370000000000005,Original Problem Underneath,heuristic-strong,take,3.,60.000000000002274,199.99999999998863,True,False,False,False,
WUvTyaaNkzM,lecture,essence of calculus,manual,6,640.03,689.7,49.67000000000007,Mystery Function Change,heuristic-strong,Calculus,wall.,200.00000000004547,530.0000000000864,False,False,False,False,
WUvTyaaNkzM,lecture,essence of calculus,manual,7,944.8,970.24,25.440000000000055,Slight Nudge Derivatives Derivative,llm-rerank,of,explorations.,360.00000000001364,260.0000000001046,True,False,False,False,
aircAruvnKk,lecture,neural network,manual,1,67.16,106.02,38.86,Neural Network Number,llm-rerank,you've,digits.,79.9999999999983,239.99999999999488,True,False,False,False,
aircAruvnKk,lecture,neural network,manual,2,67.16,100.25,33.09,,llm-rerank,you've,learning.,79.9999999999983,150.00000000000568,True,False,False,False,
aircAruvnKk,lecture,neural network,manual,3,85.02,139.16,54.14,,llm-rerank,hope,frills.,40.00000000000625,200.00000000001705,False,False,False,True,
aircAruvnKk,lecture,neural network,manual,4,273.02,303.39,30.370000000000005,Loop Top,llm-rerank,way,that.,199.99999999998863,209.99999999997954,True,False,False,False,
aircAruvnKk,lecture,neural network,manual,5,697.97,750.49,52.51999999999998,Weighted Sum Weights Other,heuristic-strong,Every,ways.,59.99999999994543,779.9999999999727,False,False,False,False,
aircAruvnKk,lecture,neural network,manual,6,762.62,794.56,31.93999999999994,Write Down Vector Matrix,heuristic-strong,thought,improve,19.99999999998181,659.9999999999682,False,True,False,False,
aircAruvnKk,lecture,neural network,manual,7,974.89,1008.21,33.32000000000005,Take Challenge Relu,heuristic-strong,How,you.,80.00000000004093,580.0000000000409,False,False,False,False,
IHZwWFHWa-w,lecture,gradient descent,manual,1,12.84,61.48,48.64,Weighted Sum Digit,heuristic-strong,The,bias.,179.99999999999972,880.0000000000025,False,False,False,False,
IHZwWFHWa-w,lecture,gradient descent,manual,2,428.76,473.82,45.06,,llm-rerank,instead,is.,19.99999999998181,459.99999999997954,False,False,False,True,
IHZwWFHWa-w,lecture,gradient descent,manual,3,442.38,466.02,23.639999999999986,Negative Gradient Slope Over,llm-rerank,"again,",quickly.,60.000000000002274,300.00000000001137,True,False,False,False,
IHZwWFHWa-w,lecture,gradient descent,manual,4,442.38,480.33,37.94999999999999,,llm-rerank,"again,",topic.,60.000000000002274,209.99999999997954,True,False,False,False,
IHZwWFHWa-w,lecture,gradient descent,manual,5,679.32,722.24,42.91999999999996,Network Doing Changes Matter,llm-rerank,a,direction,70.00000000005002,169.99999999995907,True,True,False,False,
IHZwWFHWa-w,lecture,gradient descent,manual,6,893.76,913.81,20.049999999999955,Properly Labeled,sentence,It,image.,299.9999999999545,309.99999999994543,False,False,False,True,
IHZwWFHWa-w,lecture,gradient descent,manual,7,1101.6,1134.38,32.7800000000002,These Networks Year,sentence,the,accuracy,519.9999999999818,100.00000000013642,True,True,False,False,
d4EgbgTm0Bg,lecture,quaternions,manual,1,21.56,43.94,22.38,Four Dimensional,llm-rerank,are,mechanics.,339.9999999999999,340.0000000000034,True,False,False,False,
d4EgbgTm0Bg,lecture,quaternions,manual,2,130.84,174.58,43.74000000000001,,llm-rerank,even,mechanics.,80.0000000000125,360.00000000001364,True,False,False,False,
d4EgbgTm0Bg,lecture,quaternions,manual,3,169.28,205.35,36.06999999999999,,llm-rerank,20th,elsewhere.,20.000000000010232,49.99999999998295,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,4,169.28,214.92,45.639999999999986,,llm-rerank,20th,multiplication.,20.000000000010232,340.0000000000034,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,5,175.26,214.92,39.66,,llm-rerank,the,multiplication.,39.99999999999204,379.99999999999545,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,6,234.51,265.03,30.519999999999982,Times Equals,heuristic-strong,structure,numbers.,99.99999999999432,479.99999999996135,True,False,False,False,
d4EgbgTm0Bg,lecture,quaternions,manual,7,440.1,461.05,20.94999999999999,Projected Points,sentence,in,space.,120.00000000000455,430.0000000000068,True,False,False,False,
d4EgbgTm0Bg,lecture,quaternions,manual,8,678.22,711.56,33.33999999999992,Real Number,llm-rerank,the,direction.,19.99999999998181,239.9999999998954,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,9,892.48,927.86,35.379999999999995,Felix Sees,heuristic-strong,The,Felix.,240.0000000000091,279.9999999999727,False,False,False,True,
d4EgbgTm0Bg,lecture,quaternions,manual,10,1071.77,1125.96,54.190000000000055,Quaternion Multiplication Imaginary,heuristic-strong,Each,products.,740.0000000000091,490.0000000000091,False,False,False,False,
d4EgbgTm0Bg,lecture,quaternions,manual,11,1291.76,1345.94,54.180000000000064,Passing Through Represents,heuristic-strong,The,"picture,",19.99999999998181,340.0000000001455,False,True,False,False,
