video_id,content_type,target_query,transcript_kind,clip_index,t_start,t_end,duration_sec,label,boundary_quality,whisper_first_word,whisper_last_word,start_precision_ms,end_precision_ms,starts_mid_word,ends_mid_sentence,starts_on_filler,is_usable,error,opens_on_topic,topic_concentration,has_definition,structural_label,discourse_marker_density,usable_clip
WUvTyaaNkzM,lecture,essence of calculus,asr_local,1,23.77,56.87,33.099999999999994,Might Lead Maybe,whisper-word,The,yourself.,379.999999999999,199.99999999999574,False,False,False,True,,False,1.0,False,substantive,2.479338842975207,True
WUvTyaaNkzM,lecture,essence of calculus,asr_local,2,23.77,65.83,42.06,,whisper-word,The,approach.,379.999999999999,120.00000000000455,False,False,False,True,,False,1.0,True,substantive,3.3333333333333335,True
WUvTyaaNkzM,lecture,essence of calculus,asr_local,3,920.23,949.66,29.42999999999995,Input Function Nudge,whisper-word,And,calculus.,39.99999999996362,30.000000000086402,False,False,False,True,,False,1.0,False,substantive,0.0,True
WUvTyaaNkzM,lecture,essence of calculus,asr_local,4,920.23,970.14,49.90999999999997,,whisper-word,And,explorations.,39.99999999996362,149.99999999997726,False,False,False,True,,False,1.0,False,substantive,0.0,True
aircAruvnKk,lecture,neural network,asr_local,1,66.781,105.841,39.05999999999999,Neural Network,whisper-word,Unless,digits.,60.000000000002274,59.99999999998806,False,False,False,True,,True,1.0,True,substantive,1.3245033112582782,True
aircAruvnKk,lecture,neural network,asr_local,2,66.781,100.161,33.379999999999995,,whisper-word,Unless,learning.,60.000000000002274,60.000000000002274,False,False,False,True,,True,1.0,True,substantive,1.4705882352941175,True
aircAruvnKk,lecture,neural network,asr_local,3,762.07,794.01,31.93999999999994,Matrix Vector Function,whisper-word,One,improve.,80.00000000004093,59.99999999994543,False,False,False,True,,False,1.0,True,substantive,5.64516129032258,True
aircAruvnKk,lecture,neural network,asr_local,4,975.096,1007.696,32.60000000000002,Take Challenge Relu,whisper-word,does,you.,39.99999999996362,60.00000000005912,False,False,False,True,,True,1.0,False,substantive,3.10077519379845,True
IHZwWFHWa-w,lecture,gradient descent,asr_local,1,446.19,473.37,27.180000000000007,Most Quickly Direction Vector,whisper-word,Those,is.,220.00000000002728,0.0,False,False,False,True,,False,1.0,False,substantive,0.0,True
IHZwWFHWa-w,lecture,gradient descent,asr_local,2,644.62,692.21,47.59000000000003,,whisper-word,Each,buck?,80.00000000004093,60.00000000005912,False,False,False,True,,False,1.0,True,substantive,1.4184397163120568,True
IHZwWFHWa-w,lecture,gradient descent,asr_local,3,739.97,793.02,53.049999999999955,,whisper-word,let's,before?,70.00000000005002,9.999999999990905,False,False,False,True,,False,1.0,True,substantive,0.0,True
IHZwWFHWa-w,lecture,gradient descent,asr_local,4,750.58,792.98,42.39999999999998,All These Changes Matter,whisper-word,The,before?,100.00000000002274,70.00000000005002,True,False,False,False,,False,1.0,True,substantive,0.0,False
d4EgbgTm0Bg,lecture,quaternions,asr_local,1,169.103,205.343,36.23999999999998,Times Equals,whisper-word,The,elsewhere.,0.0,79.99999999998408,False,False,False,True,,True,1.0,True,substantive,1.680672268907563,True
d4EgbgTm0Bg,lecture,quaternions,asr_local,2,169.11,214.51,45.39999999999998,,whisper-word,The,multiplication.,139.99999999998636,60.000000000030695,False,False,False,True,,True,1.0,True,substantive,1.9867549668874174,True
d4EgbgTm0Bg,lecture,quaternions,asr_local,3,169.163,192.083,22.919999999999987,Quantum Mechanics Discovery,whisper-word,The,glory.,20.000000000010232,39.99999999999204,False,False,False,True,,True,1.0,True,substantive,1.3888888888888888,True
d4EgbgTm0Bg,lecture,quaternions,asr_local,4,1267.05,1312.6,45.549999999999955,Negative Negative,whisper-word,which,sphere.,59.99999999994543,39.99999999996362,False,False,False,True,,True,1.0,True,substantive,0.8547008547008548,True
d4EgbgTm0Bg,lecture,quaternions,asr_local,5,1277.81,1312.6,34.789999999999964,,whisper-word,onto,sphere.,39.99999999996362,59.99999999994543,False,False,False,True,,True,1.0,True,substantive,0.8547008547008548,True
b7FxPsqfkOY,lecture,complex numbers,asr_local,1,1205.14,1227.92,22.779999999999973,Winding Numbers,whisper-word,once,plane.,59.99999999994543,19.99999999998181,False,False,False,True,,False,1.0,False,substantive,1.4705882352941175,True
b7FxPsqfkOY,lecture,complex numbers,asr_local,2,1205.14,1234.38,29.24000000000001,,whisper-word,once,five.,59.99999999994543,39.99999999996362,False,False,False,True,,False,1.0,False,substantive,1.1363636363636365,True
b7FxPsqfkOY,lecture,complex numbers,asr_local,3,1285.331,1326.721,41.3900000000001,,whisper-word,By,zero.,259.9999999999909,30.00000000020009,False,False,False,True,,True,1.0,False,substantive,0.0,True
